DisNo.,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Location,OFDA/BHA Response,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2019-0412-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Florida, Georgia, South Carolina, North Carolina, Virginia",No,No,150.0,Kph,2019,8,28.0,2019,9.0,6.0,10.0,,,,,,,1600000.0,1906937.0,83.90417006,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2019-10-28,2023-09-25
2019-0417-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Texas,No,No,65.0,Kph,2019,9,17.0,2019,9.0,21.0,5.0,,1000.0,,1000.0,1200000.0,1430203.0,3500000.0,4171426.0,83.90417006,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-09-20,2023-09-25
2019-0484-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Texas, Arkansas, Oklahoma, Missouri, Louisiana,Tennessee.",No,Yes,220.0,Kph,2019,10,20.0,2019,10.0,21.0,4.0,,,,,2000000.0,2383672.0,2600000.0,3098773.0,83.90417006,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-10-22,2023-09-25
2019-0593-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast",No,No,,Kph,2019,11,27.0,2019,12.0,3.0,10.0,,,,,,,,,83.90417006,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2019-12-06,2023-09-25
2019-0624-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Missouri, Nebraska, Indiana, Kansas, Louisiana, Mississippi, Alabama, Florida, Georgia",No,No,260.0,Kph,2019,12,16.0,2019,12.0,18.0,18.0,,,,,175000.0,208571.0,235000.0,280081.0,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""}]",2019-12-17,2023-09-25
2020-0011-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Texas, Oklahoma, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Tennessee, Kentucky, Georgia states",No,No,,Kph,2020,1,10.0,2020,1.0,12.0,10.0,,,,,,,1200000.0,1412775.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-01-13,2023-09-25
2020-0082-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Nashville (Tennessee), Kentucky, Missouri, Mississippi, Georgia, Texas Oklahoma, Illinois, Indiana, Ohio, Arkansas, West Virginia, Pennsylvania",No,Yes,,Kph,2020,3,2.0,2020,3.0,5.0,25.0,300.0,12000.0,,12300.0,,,2500000.0,2943282.0,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2020-03-03,2023-09-25
2020-0148-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Louisiana, Texas, Mississippi, South Carolina, Georgia, Tennessee, Arkansas, North Carolina, Alabama",No,No,160.0,Kph,2020,4,10.0,2020,4.0,14.0,38.0,200.0,,,200.0,2600000.0,3061013.0,3500000.0,4120595.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-04-16,2023-09-25
2020-0167-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Texas, Oklahoma, Louisiana, Mississippi, Alabama, Georgia, Florida, Virginia",No,No,,Kph,2020,4,21.0,2020,4.0,24.0,3.0,31.0,,,31.0,,,1400000.0,1648238.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-05-06,2024-04-18
2020-0190-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Illinois, Iowa, Wisconsin, Michigan, Indiana, Ohio, Kentucky, Arkansas, Tennessee, Missouri",No,No,,Kph,2020,4,6.0,2020,4.0,9.0,,,,,,2200000.0,2590088.0,2900000.0,3414207.0,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2020-05-12,2024-04-18
2020-0219-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"errebonne, Plaquemines, Lafourche Parishes (Louisiana)",No,Yes,85.0,Kph,2020,6,7.0,2020,6.0,7.0,1.0,,,,,,,325000.0,382627.0,84.93919813,"[{""adm2_code"":29820,""adm2_name"":""Lafourche""},{""adm2_code"":29828,""adm2_name"":""Plaquemines""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2020-06-08,2024-04-18
2020-0238-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Oklahoma, Missouri, Arkansas, Tennessee; Kansas, South Carolina",No,No,130.0,Kph,2020,5,2.0,2020,5.0,3.0,2.0,,,,,500000.0,588656.0,850000.0,1000716.0,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2020-06-10,2023-09-25
2020-0312-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",No,No,,Kph,2020,7,31.0,2020,8.0,2.0,16.0,,,,,,,4800000.0,5651101.0,84.93919813,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-08-12,2023-09-25
2020-0316-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Texas,No,No,150.0,Kph,2020,7,25.0,2020,7.0,25.0,,,,,,,,1100000.0,1295044.0,84.93919813,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-08-10,2023-09-25
2020-0376-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Louisiana, Texas, Arkansas, Mississippi",No,No,240.0,Kph,2020,8,27.0,2020,8.0,28.0,33.0,,6500.0,,6500.0,10000000.0,11773127.0,13000000.0,15305066.0,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-08-28,2023-09-25
2020-0412-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Louisiana, Texas, Mississippi, Georgia, North and South Carolina",No,No,195.0,Kph,2020,10,7.0,2020,10.0,11.0,4.0,,9400.0,,9400.0,,,2900000.0,3414207.0,84.93919813,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-10-13,2023-09-25
2020-0438-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Alabama, Florida",No,Yes,165.0,Kph,2020,9,11.0,2020,9.0,18.0,8.0,,,,,3500000.0,4120595.0,6300000.0,7417070.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""}]",2020-10-15,2023-09-25
2020-0474-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Florida, North Carolina, Virginia",No,No,100.0,Kph,2020,11,8.0,2020,11.0,12.0,12.0,,,,,,,1500000.0,1765969.0,84.93919813,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-12-10,2023-09-25
2020-0483-USA,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",No,No,175.0,Kph,2020,10,24.0,2020,10.0,30.0,6.0,,,,,,,3500000.0,4120595.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2020-11-20,2023-09-25
2020-0538-USA,nat-met-sto-lig,Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,"Illinois, Wisconsin, North Carolina, Virginia, Maryland",No,No,110.0,Kph,2020,11,10.0,2020,11.0,10.0,11.0,,,,,,,350000.0,412059.0,84.93919813,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2020-12-10,2023-09-25
2020-0580-USA,nat-met-sto-der,Meteorological,Storm,Derecho,USA,United States of America,Northern America,"Iowa, Illinois, Minnesota, Indiana and Ohio",No,No,,Kph,2020,8,8.0,2020,8.0,12.0,4.0,,,,,5000000.0,5886564.0,6800000.0,8005727.0,84.93919813,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2021-01-07,2024-11-12
2020-0582-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania",No,No,,Kph,2020,3,27.0,2020,3.0,28.0,,,,,,2200000.0,2590088.0,2900000.0,3414207.0,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2021-01-13,2023-09-25
2020-0583-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina",No,No,,Kph,2020,5,20.0,2020,5.0,23.0,2.0,,,,,,,1600000.0,1883700.0,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2020-0584-USA,nat-met-sto-hai,Meteorological,Storm,Hail,USA,United States of America,Northern America,South Texas,No,No,,Kph,2020,5,27.0,2020,5.0,27.0,,,,,,,,1400000.0,1648238.0,84.93919813,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2021-0011-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Oregon and Washington States,No,No,,Kph,2021,1,13.0,2021,1.0,15.0,3.0,,,,,,,675000.0,759028.0,88.92949348,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-01-19,2023-09-25
2021-0037-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,Jefferson county (Alabama),No,No,,Kph,2021,1,24.0,2021,1.0,27.0,1.0,30.0,,,30.0,,,120000.0,134938.0,88.92949348,"[{""adm2_code"":28727,""adm2_name"":""Jefferson""}]",2021-01-27,2023-09-25
2021-0043-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"San Mateo, Santa Cruz and Monterey Counties (California)",No,No,,Kph,2021,1,24.0,2021,1.0,29.0,2.0,,75.0,,75.0,,,1100000.0,1236935.0,88.92949348,"[{""adm2_code"":28891,""adm2_name"":""Monterey""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2021-01-28,2023-09-25
2021-0059-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",No,Yes,,Kph,2021,1,30.0,2021,2.0,2.0,4.0,,,,,,,100000.0,112449.0,88.92949348,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm2_code"":29907,""adm2_name"":""Suffolk""}]",2021-02-05,2023-09-25
2021-0096-USA,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas",No,No,,Kph,2021,2,10.0,2021,2.0,20.0,235.0,10.0,,,10.0,15000000.0,16867295.0,30000000.0,33734590.0,88.92949348,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-02-23,2023-09-25
2021-0166-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Louisiana, Alabama,Mississippi",No,Yes,,Kph,2021,3,16.0,2021,3.0,18.0,,2.0,90.0,,92.0,,,500000.0,562243.0,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-03-22,2023-09-25
2021-0178-USA,nat-met-sto-tor,Meteorological,Storm,Tornado,USA,United States of America,Northern America,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky",No,Yes,,Kph,2021,3,24.0,2021,3.0,26.0,6.0,,,,,,,1700000.0,1911627.0,88.92949348,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28694,""adm2_name"":""Bibb""},{""adm2_code"":28698,""adm2_name"":""Calhoun""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":29102,""adm2_name"":""Coweta""}]",2021-04-08,2023-09-25
2021-0199-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,"Louisiana, Florida, Mississippi, Alabama",No,No,,Kph,2021,4,9.0,2021,4.0,11.0,3.0,7.0,,,7.0,,,945000.0,1062640.0,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-04-13,2023-09-25
2021-0211-USA,nat-met-sto-sev,Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Southern Louisiana and the Gulf Coast,No,No,,Kph,2021,4,13.0,2021,4.0,15.0,13.0,,,,,,,215000.0,241765.0,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-04-16,2023-09-25
